common_name,scientific_name,country,habitat
woodrush flatsedge,Cyperus entrerianus,Jamaica,
woodrush flatsedge,Cyperus entrerianus,Mexico,
woodrush flatsedge,Cyperus entrerianus,Paraguay,
woodrush flatsedge,Cyperus entrerianus,Uruguay,
,Cyperus ephemerus,Iran,
tall flatsedge,Cyperus eragrostis,United States,
,Cyperus eremicus,Afghanistan,
,Cyperus eremicus,Iran,
,Cyperus eremicus,Saudi Arabia,
,Cyperus exaltatus,Angola,water
,Cyperus exaltatus,Argentina,water
,Cyperus exaltatus,Australia,water
,Cyperus exaltatus,Bangladesh,water
,Cyperus exaltatus,Benin,water
,Cyperus exaltatus,Burkina Faso,water
,Cyperus exaltatus,Cameroon,water
,Cyperus exaltatus,Chad,water
,Cyperus exaltatus,China,water
,Cyperus exaltatus,Ethiopia,water
,Cyperus exaltatus,India,water
,Cyperus exaltatus,Ivory Coast,water
,Cyperus exaltatus,Japan,water
,Cyperus exaltatus,Kenya,water
,Cyperus exaltatus,Mali,water
,Cyperus exaltatus,Mozambique,water
,Cyperus exaltatus,Nepal,water
,Cyperus exaltatus,Nigeria,water
,Cyperus exaltatus,Pakistan,water
,Cyperus exaltatus,Senegal,water
,Cyperus exaltatus,Seychelles,water
,Cyperus exaltatus,Somalia,water
,Cyperus exaltatus,Sri Lanka,water
,Cyperus exaltatus,Sudan,water
,Cyperus exaltatus,Taiwan,water
,Cyperus exaltatus,Tanzania,water
,Cyperus exaltatus,Thailand,water
,Cyperus exaltatus,Togo,water
,Cyperus exaltatus,Uganda,water
,Cyperus exaltatus,Vietnam,water
,Cyperus exaltatus,Zimbabwe,water
,Cyperus expansus,France,
,Cyperus fastigiatus,Lesotho,
,Cyperus fastigiatus,South Africa,
,Cyperus fastigiatus,Swaziland,
alpine flatsedge,Cyperus fauriei,United States,mountains
,Cyperus feani,French Polynesia,
,Cyperus felipponei,Argentina,
,Cyperus felipponei,Brazil,
,Cyperus felipponei,Uruguay,
Fendler's flatsedge,Cyperus fendlerianus,Mexico,
Fendler's flatsedge,Cyperus fendlerianus,United States,
,Cyperus ferax,Brazil,
,Cyperus ferax,Colombia,
,Cyperus ferax,Cuba,
,Cyperus ferax,Dominican Republic,
,Cyperus ferax,Guyana,
,Cyperus ferax,Haiti,
,Cyperus ferax,Jamaica,
,Cyperus ferax,Mexico,
,Cyperus ferax,Suriname,
,Cyperus ferrugineoviridis,Botswana,
,Cyperus ferrugineoviridis,Burundi,
,Cyperus ferrugineoviridis,Kenya,
,Cyperus ferrugineoviridis,Malawi,
,Cyperus ferrugineoviridis,Rwanda,
,Cyperus ferrugineoviridis,Somalia,
,Cyperus ferrugineoviridis,Tanzania,
,Cyperus ferrugineoviridis,Uganda,
,Cyperus ferrugineoviridis,Zambia,
,Cyperus ferrugineoviridis,Zimbabwe,
,Cyperus fertilis,Angola,
,Cyperus fertilis,Cameroon,
,Cyperus fertilis,Central African Republic,
,Cyperus fertilis,Democratic Republic of the Congo,
,Cyperus fertilis,Equatorial Guinea,
,Cyperus fertilis,Gabon,
,Cyperus fertilis,Ghana,
,Cyperus fertilis,Ivory Coast,
,Cyperus fertilis,Liberia,
,Cyperus fertilis,Nigeria,
,Cyperus fertilis,Republic of the Congo,
,Cyperus fertilis,Uganda,
,Cyperus filiculmis,United States,
,Cyperus filifolius,Brazil,
,Cyperus filifolius,Guyana,
wiry flatsedge,Cyperus filiformis,Bahamas,
wiry flatsedge,Cyperus filiformis,Colombia,
wiry flatsedge,Cyperus filiformis,Cuba,
wiry flatsedge,Cyperus filiformis,Dominican Republic,
wiry flatsedge,Cyperus filiformis,Dutch Caribbean,
wiry flatsedge,Cyperus filiformis,Haiti,
wiry flatsedge,Cyperus filiformis,Jamaica,
wiry flatsedge,Cyperus filiformis,United States,
,Cyperus filipes,Australia,
,Cyperus fischerianus,Democratic Republic of the Congo,
,Cyperus fischerianus,Eritrea,
,Cyperus fischerianus,Ethiopia,
,Cyperus fischerianus,Kenya,
,Cyperus fischerianus,Malawi,
,Cyperus fischerianus,Mozambique,
,Cyperus fischerianus,Sudan,
,Cyperus fischerianus,Tanzania,
,Cyperus fischerianus,Uganda,
,Cyperus fissus,Ethiopia,
,Cyperus fissus,Yemen,
,Cyperus flaccidus,Australia,
yellow flatsedge,Cyperus flavescens,Lebanon,
,Cyperus flavoculmis,Kenya,water; coastal
Rio Grande sedge,Cyperus floribundus,Mexico,
Rio Grande sedge,Cyperus floribundus,United States,
Florida flatsedge,Cyperus floridanus,Bahamas,
Florida flatsedge,Cyperus floridanus,Cuba,
Florida flatsedge,Cyperus floridanus,Dominican Republic,
Florida flatsedge,Cyperus floridanus,Jamaica,
Florida flatsedge,Cyperus floridanus,United States,
,Cyperus foliaceus,Ethiopia,
,Cyperus foliaceus,Kenya,
,Cyperus foliaceus,Malawi,
,Cyperus foliaceus,Mozambique,
,Cyperus foliaceus,Sudan,
,Cyperus foliaceus,Tanzania,
,Cyperus foliaceus,Togo,
,Cyperus foliaceus,Uganda,
,Cyperus foliaceus,Zambia,
,Cyperus forskalianus,Yemen,
,Cyperus friburgensis,Argentina,
,Cyperus friburgensis,Bolivia,
,Cyperus friburgensis,Brazil,
,Cyperus friburgensis,Peru,
,Cyperus fucosus,Australia,
limestone flatsedge,Cyperus fuligineus,Bahamas,
limestone flatsedge,Cyperus fuligineus,Cuba,
limestone flatsedge,Cyperus fuligineus,Dutch Caribbean,
limestone flatsedge,Cyperus fuligineus,Haiti,
limestone flatsedge,Cyperus fuligineus,United States,
,Cyperus fulvoalbescens,Vietnam,
,Cyperus fulvus,Australia,
,Cyperus fulvus,Papua New Guinea,
,Cyperus fuscescens,South Africa,
,Cyperus fuscovaginatus,Zambia,
brown flatsedge,Cyperus fuscus,Lebanon,
,Cyperus gardneri,Argentina,
,Cyperus gardneri,Bolivia,
,Cyperus gardneri,Brazil,
,Cyperus gardneri,Colombia,
,Cyperus gardneri,Cuba,
,Cyperus gardneri,El Salvador,
,Cyperus gardneri,Mexico,
,Cyperus gayi,France,
giant flatsedge,Cyperus giganteus,Mexico,
,Cyperus gigantobulbes,Tanzania,
,Cyperus gilesii,Australia,
,Cyperus glaber,Afghanistan,
,Cyperus glaber,Albania,
,Cyperus glaber,Bulgaria,
,Cyperus glaber,Cyprus,
,Cyperus glaber,Greece,
,Cyperus glaber,Hungary,
,Cyperus glaber,Iran,
,Cyperus glaber,Iraq,
,Cyperus glaber,Israel,
,Cyperus glaber,Italy,
,Cyperus glaber,Lebanon,
,Cyperus glaber,Pakistan,
,Cyperus glaber,Romania,
,Cyperus glaber,Syria,
,Cyperus glaber,Ukraine,
,Cyperus glaber,Uzbekistan,
,Cyperus glaucophyllus,Burundi,
,Cyperus glaucophyllus,Kenya,
,Cyperus glaucophyllus,Mozambique,
,Cyperus glaucophyllus,South Africa,
,Cyperus glaucophyllus,Sudan,
,Cyperus glaucophyllus,Swaziland,
,Cyperus glaucophyllus,Tanzania,
,Cyperus glaucophyllus,Uganda,
,Cyperus glaucophyllus,Zambia,
,Cyperus glomeratus,Austria,water
,Cyperus glomeratus,Bulgaria,water
,Cyperus glomeratus,China,water
,Cyperus glomeratus,Czech Republic,water
,Cyperus glomeratus,France,water
,Cyperus glomeratus,Greece,water
,Cyperus glomeratus,Hungary,water
,Cyperus glomeratus,Iran,water
,Cyperus glomeratus,Italy,water
,Cyperus glomeratus,Japan,water
,Cyperus glomeratus,Kazakhstan,water
,Cyperus glomeratus,Mongolia,water
,Cyperus glomeratus,Romania,water
,Cyperus glomeratus,Russia,water
,Cyperus glomeratus,Spain,water
,Cyperus glomeratus,Switzerland,water
,Cyperus glomeratus,Turkmenistan,water
,Cyperus glomeratus,Ukraine,water
,Cyperus glomeratus,Uzbekistan,water
,Cyperus graciliculmis,Rwanda,
slimjim flatsedge,Cyperus gracilis,Australia,
,Cyperus granatensis,Colombia,
,Cyperus grandibulbosus,Ethiopia,
,Cyperus grandibulbosus,Kenya,
,Cyperus grandibulbosus,Somalia,
,Cyperus grandibulbosus,Tanzania,
,Cyperus grandis,Kenya,
,Cyperus grandis,Madagascar,
,Cyperus grandis,Tanzania,
,Cyperus grandisimplex,Brazil,
,Cyperus grandisimplex,Paraguay,
,Cyperus grandisimplex,Peru,
granite flatsedge,Cyperus granitophilus,United States,
Gray's flatsedge,Cyperus grayi,United States,
Illinois flatsedge,Cyperus grayioides,United States,grasslands; coastal
,Cyperus grossianus,Brazil,
,Cyperus gubanii,Somalia,
,Cyperus guianensis,Brazil,
,Cyperus guianensis,Guyana,
,Cyperus guianensis,Suriname,
,Cyperus gunnii,Australia,
,Cyperus gymnocaulos,Australia,
,Cyperus gypsophilus,Somalia,
,Cyperus haematocephalus,South Africa,
,Cyperus hainanensis,China,
,Cyperus hakonensis,China,
,Cyperus hakonensis,Japan,
,Cyperus hamulosus,Australia,
,Cyperus hamulosus,Botswana,
,Cyperus hamulosus,Bulgaria,
,Cyperus hamulosus,Chad,
,Cyperus hamulosus,Greece,
,Cyperus hamulosus,Mali,
,Cyperus hamulosus,Mongolia,
,Cyperus hamulosus,Morocco,
,Cyperus hamulosus,Namibia,
,Cyperus hamulosus,Niger,
,Cyperus hamulosus,Nigeria,
,Cyperus hamulosus,Romania,
,Cyperus hamulosus,Russia,
,Cyperus hamulosus,Senegal,
,Cyperus hamulosus,Tunisia,
,Cyperus hamulosus,Turkmenistan,
,Cyperus hamulosus,Ukraine,
,Cyperus hamulosus,Uzbekistan,
,Cyperus harrisii,Jamaica,
haspan flatsedge,Cyperus haspan,Australia,grasslands; water
,Cyperus hayesii,Costa Rica,
,Cyperus hayesii,Guatemala,
,Cyperus hayesii,Honduras,
,Cyperus hayesii,Panama,
,Cyperus helferi,Cambodia,water
,Cyperus helferi,Myanmar,water
,Cyperus helferi,Thailand,water
,Cyperus hemisphaericus,Kenya,
,Cyperus hemisphaericus,Madagascar,
,Cyperus hemisphaericus,Malawi,
,Cyperus hemisphaericus,Mozambique,
,Cyperus hemisphaericus,Somalia,
,Cyperus hemisphaericus,Tanzania,
,Cyperus hemisphaericus,Zimbabwe,
,Cyperus hensii,Angola,
,Cyperus hensii,Democratic Republic of the Congo,
,Cyperus hensii,Republic of the Congo,
,Cyperus hensii,Zambia,
hermaphrodite flatsedge,Cyperus hermaphroditus,Argentina,
hermaphrodite flatsedge,Cyperus hermaphroditus,Belize,
hermaphrodite flatsedge,Cyperus hermaphroditus,Bolivia,
hermaphrodite flatsedge,Cyperus hermaphroditus,Brazil,
hermaphrodite flatsedge,Cyperus hermaphroditus,Colombia,
hermaphrodite flatsedge,Cyperus hermaphroditus,Costa Rica,
hermaphrodite flatsedge,Cyperus hermaphroditus,Cuba,
hermaphrodite flatsedge,Cyperus hermaphroditus,Dominican Republic,
hermaphrodite flatsedge,Cyperus hermaphroditus,El Salvador,
hermaphrodite flatsedge,Cyperus hermaphroditus,Guatemala,
hermaphrodite flatsedge,Cyperus hermaphroditus,Guyana,
hermaphrodite flatsedge,Cyperus hermaphroditus,Honduras,
hermaphrodite flatsedge,Cyperus hermaphroditus,Jamaica,
hermaphrodite flatsedge,Cyperus hermaphroditus,Mexico,
hermaphrodite flatsedge,Cyperus hermaphroditus,Nicaragua,
hermaphrodite flatsedge,Cyperus hermaphroditus,Panama,
hermaphrodite flatsedge,Cyperus hermaphroditus,Peru,
hermaphrodite flatsedge,Cyperus hermaphroditus,United States,
,Cyperus hesperius,Australia,
,Cyperus heterocladus,Madagascar,
,Cyperus hieronymi,Argentina,
,Cyperus hieronymi,Bolivia,
,Cyperus hieronymi,Paraguay,
,Cyperus hilairenus,Brazil,
,Cyperus hilgendorfianus,China,
,Cyperus hilgendorfianus,Japan,
Hillebrand's flatsedge,Cyperus hillebrandii,United States,
,Cyperus hirtellus,Democratic Republic of the Congo,
,Cyperus hirtellus,Tanzania,
,Cyperus hirtellus,Uganda,
,Cyperus hirtellus,Zimbabwe,
,Cyperus holoschoenus,Australia,water
,Cyperus holostigma,Eritrea,
,Cyperus holostigma,Ethiopia,
,Cyperus holostigma,Kenya,
,Cyperus holstii,Democratic Republic of the Congo,
,Cyperus holstii,Kenya,
,Cyperus holstii,Tanzania,
Houghton's flatsedge,Cyperus houghtonii,Canada,
Houghton's flatsedge,Cyperus houghtonii,United States,
,Cyperus humilis,Belize,
,Cyperus humilis,Costa Rica,
,Cyperus humilis,Cuba,
,Cyperus humilis,Dominican Republic,
,Cyperus humilis,El Salvador,
,Cyperus humilis,Guatemala,
,Cyperus humilis,Haiti,
,Cyperus humilis,Honduras,
,Cyperus humilis,Jamaica,
,Cyperus humilis,Mexico,
,Cyperus humilis,Nicaragua,
,Cyperus humilis,Peru,
Oahu flatsedge,Cyperus hypochlorus,United States,
pine flatsedge,Cyperus hypopitys,Mexico,
pine flatsedge,Cyperus hypopitys,United States,
bristly flatsedge,Cyperus hystricinus,United States,
,Cyperus imbecillis,Australia,
shingle flatsedge,Cyperus imbricatus,Afghanistan,
shingle flatsedge,Cyperus imbricatus,Angola,
shingle flatsedge,Cyperus imbricatus,Bangladesh,
shingle flatsedge,Cyperus imbricatus,Belize,
shingle flatsedge,Cyperus imbricatus,Benin,
shingle flatsedge,Cyperus imbricatus,Bolivia,
shingle flatsedge,Cyperus imbricatus,Botswana,
shingle flatsedge,Cyperus imbricatus,Brazil,
shingle flatsedge,Cyperus imbricatus,Cameroon,
shingle flatsedge,Cyperus imbricatus,Central African Republic,
shingle flatsedge,Cyperus imbricatus,Chad,
shingle flatsedge,Cyperus imbricatus,China,
shingle flatsedge,Cyperus imbricatus,Colombia,
shingle flatsedge,Cyperus imbricatus,Costa Rica,
shingle flatsedge,Cyperus imbricatus,Cuba,
shingle flatsedge,Cyperus imbricatus,Democratic Republic of the Congo,
shingle flatsedge,Cyperus imbricatus,Dominican Republic,
shingle flatsedge,Cyperus imbricatus,Egypt,
shingle flatsedge,Cyperus imbricatus,El Salvador,
shingle flatsedge,Cyperus imbricatus,Ethiopia,
shingle flatsedge,Cyperus imbricatus,Gabon,
shingle flatsedge,Cyperus imbricatus,Ghana,
shingle flatsedge,Cyperus imbricatus,Guatemala,
shingle flatsedge,Cyperus imbricatus,Guinea,
shingle flatsedge,Cyperus imbricatus,Guyana,
shingle flatsedge,Cyperus imbricatus,Haiti,
shingle flatsedge,Cyperus imbricatus,Honduras,
shingle flatsedge,Cyperus imbricatus,India,
shingle flatsedge,Cyperus imbricatus,Indonesia,
shingle flatsedge,Cyperus imbricatus,Iran,
shingle flatsedge,Cyperus imbricatus,Ivory Coast,
shingle flatsedge,Cyperus imbricatus,Jamaica,
shingle flatsedge,Cyperus imbricatus,Laos,
shingle flatsedge,Cyperus imbricatus,Liberia,
shingle flatsedge,Cyperus imbricatus,Madagascar,
shingle flatsedge,Cyperus imbricatus,Malawi,
shingle flatsedge,Cyperus imbricatus,Malaysia,
shingle flatsedge,Cyperus imbricatus,Mali,
shingle flatsedge,Cyperus imbricatus,Mauritania,
shingle flatsedge,Cyperus imbricatus,Mexico,
shingle flatsedge,Cyperus imbricatus,Mozambique,
shingle flatsedge,Cyperus imbricatus,Myanmar,
shingle flatsedge,Cyperus imbricatus,Namibia,
shingle flatsedge,Cyperus imbricatus,Nepal,
shingle flatsedge,Cyperus imbricatus,Nicaragua,
shingle flatsedge,Cyperus imbricatus,Niger,
shingle flatsedge,Cyperus imbricatus,Nigeria,
shingle flatsedge,Cyperus imbricatus,Pakistan,
shingle flatsedge,Cyperus imbricatus,Panama,
shingle flatsedge,Cyperus imbricatus,Peru,
shingle flatsedge,Cyperus imbricatus,Philippines,
shingle flatsedge,Cyperus imbricatus,Republic of the Congo,
shingle flatsedge,Cyperus imbricatus,Senegal,
shingle flatsedge,Cyperus imbricatus,South Africa,
shingle flatsedge,Cyperus imbricatus,Sudan,
shingle flatsedge,Cyperus imbricatus,Taiwan,
shingle flatsedge,Cyperus imbricatus,Tanzania,
shingle flatsedge,Cyperus imbricatus,Thailand,
shingle flatsedge,Cyperus imbricatus,Togo,
shingle flatsedge,Cyperus imbricatus,Uganda,
shingle flatsedge,Cyperus imbricatus,United States,
shingle flatsedge,Cyperus imbricatus,Vietnam,
shingle flatsedge,Cyperus imbricatus,Zambia,
shingle flatsedge,Cyperus imbricatus,Zimbabwe,
,Cyperus impolitus,Argentina,
,Cyperus impolitus,Brazil,
,Cyperus impolitus,Chile,
,Cyperus impolitus,Paraguay,
,Cyperus impolitus,Uruguay,
,Cyperus impubes,Eritrea,
,Cyperus impubes,Ethiopia,
,Cyperus impubes,Kenya,
,Cyperus impubes,Madagascar,
,Cyperus impubes,Mauritius,
,Cyperus impubes,Somalia,
,Cyperus impubes,Sudan,
,Cyperus impubes,Tanzania,
,Cyperus impubes,Uganda,
,Cyperus inaequalis,Mauritius,
,Cyperus incompressus,Benin,
,Cyperus incompressus,Burkina Faso,
,Cyperus incompressus,Democratic Republic of the Congo,
,Cyperus incompressus,Guinea,
,Cyperus incompressus,Ivory Coast,
,Cyperus incompressus,Madagascar,
,Cyperus incompressus,Senegal,
,Cyperus incompressus,Sierra Leone,
,Cyperus incompressus,Togo,
,Cyperus incomtus,Argentina,
,Cyperus incomtus,Bolivia,
,Cyperus incomtus,Brazil,
,Cyperus incomtus,Paraguay,
,Cyperus incomtus,Peru,
,Cyperus incomtus,Uruguay,
,Cyperus indecorus,Malawi,
,Cyperus indecorus,Mozambique,
,Cyperus indecorus,Namibia,
,Cyperus indecorus,South Africa,
,Cyperus indecorus,Swaziland,
,Cyperus infucatus,Argentina,
,Cyperus infucatus,Brazil,
,Cyperus infucatus,Paraguay,
,Cyperus inops,Brazil,
,Cyperus insularis,New Zealand,
,Cyperus intricatus,Argentina,
,Cyperus intricatus,Brazil,
,Cyperus intricatus,Costa Rica,
,Cyperus intricatus,Paraguay,
,Cyperus intricatus,Uruguay,
,Cyperus isabellinus,Australia,
,Cyperus ischnos,Belize,
,Cyperus ischnos,Bolivia,
,Cyperus ischnos,Colombia,
,Cyperus ischnos,Costa Rica,
,Cyperus ischnos,El Salvador,
,Cyperus ischnos,Honduras,
,Cyperus ischnos,Mexico,
,Cyperus ischnos,Nicaragua,
,Cyperus ischnos,Panama,
,Cyperus ivohibensis,Madagascar,
,Cyperus ixiocarpus,Australia,water
Javanese flatsedge,Cyperus javanicus,Australia,
,Cyperus jeminicus,Burkina Faso,
,Cyperus jeminicus,Cape Verde,
,Cyperus jeminicus,Chad,
,Cyperus jeminicus,Djibouti,
,Cyperus jeminicus,Egypt,
,Cyperus jeminicus,Eritrea,
,Cyperus jeminicus,India,
,Cyperus jeminicus,Madagascar,
,Cyperus jeminicus,Mali,
,Cyperus jeminicus,Mauritania,
,Cyperus jeminicus,Niger,
,Cyperus jeminicus,Oman,
,Cyperus jeminicus,Saudi Arabia,
,Cyperus jeminicus,Senegal,
,Cyperus jeminicus,Somalia,
,Cyperus jeminicus,Sudan,
,Cyperus jeminicus,Tunisia,
,Cyperus jeminicus,Yemen,
,Cyperus juncelliformis,Tanzania,
,Cyperus kabarensis,Democratic Republic of the Congo,
,Cyperus kaessneri,Eritrea,
,Cyperus kaessneri,Ethiopia,
,Cyperus kaessneri,Kenya,
,Cyperus kaessneri,Tanzania,
,Cyperus kappleri,Bolivia,
,Cyperus kappleri,Colombia,
,Cyperus kappleri,Guyana,
,Cyperus kappleri,Suriname,
,Cyperus karisimbiensis,Democratic Republic of the Congo,
,Cyperus karisimbiensis,Kenya,
,Cyperus karisimbiensis,Rwanda,
,Cyperus karisimbiensis,Tanzania,
,Cyperus karisimbiensis,Uganda,
,Cyperus karlschumannii,Burkina Faso,
,Cyperus karlschumannii,Chad,
,Cyperus karlschumannii,Democratic Republic of the Congo,
,Cyperus karlschumannii,Ghana,
,Cyperus karlschumannii,Ivory Coast,
,Cyperus karlschumannii,Mali,
,Cyperus karlschumannii,Nigeria,
,Cyperus karlschumannii,Togo,
,Cyperus karthikeyanii,India,
,Cyperus kerstenii,Kenya,
,Cyperus kerstenii,Sudan,
,Cyperus kerstenii,Tanzania,
,Cyperus kerstenii,Uganda,
,Cyperus kibweanus,Democratic Republic of the Congo,
,Cyperus kilimandscharicus,Ethiopia,
,Cyperus kilimandscharicus,Kenya,
,Cyperus kilimandscharicus,Tanzania,
,Cyperus kipasensis,Angola,
,Cyperus kipasensis,Chad,
,Cyperus kipasensis,Democratic Republic of the Congo,
,Cyperus kipasensis,Tanzania,
,Cyperus kipasensis,Zambia,
,Cyperus kituiensis,Kenya,
,Cyperus koyaliensis,Cameroon,
,Cyperus koyaliensis,Central African Republic,
,Cyperus koyaliensis,Guinea,
,Cyperus koyaliensis,Ivory Coast,
,Cyperus koyaliensis,Liberia,
,Cyperus koyaliensis,Nigeria,
,Cyperus koyaliensis,Sierra Leone,
,Cyperus kwaleensis,Kenya,
,Cyperus kyllingiella,Angola,
,Cyperus kyllingiella,Bangladesh,
,Cyperus kyllingiella,Botswana,
,Cyperus kyllingiella,Burkina Faso,
,Cyperus kyllingiella,Chad,
,Cyperus kyllingiella,Democratic Republic of the Congo,
,Cyperus kyllingiella,Ethiopia,
,Cyperus kyllingiella,Ghana,
,Cyperus kyllingiella,Guinea,
,Cyperus kyllingiella,India,
,Cyperus kyllingiella,Kenya,
,Cyperus kyllingiella,Malawi,
,Cyperus kyllingiella,Mali,
,Cyperus kyllingiella,Mozambique,
,Cyperus kyllingiella,Namibia,
,Cyperus kyllingiella,Niger,
,Cyperus kyllingiella,Nigeria,
,Cyperus kyllingiella,Senegal,
,Cyperus kyllingiella,Sudan,
,Cyperus kyllingiella,Tanzania,
,Cyperus kyllingiella,Uganda,
,Cyperus kyllingiella,Zambia,
,Cyperus kyllingiella,Zimbabwe,
,Cyperus kyllingiformis,Kenya,
,Cyperus lacunosus,Cuba,
,Cyperus laeteflorens,New Caledonia,
smooth flatsedge,Cyperus laevigatus,Australia,
smooth flatsedge,Cyperus laevigatus,Lebanon,
smooth flatsedge,Cyperus laevigatus,Madagascar,
smooth flatsedge,Cyperus laevigatus,United States,
,Cyperus laevis,Australia,
manyflower flatsedge,Cyperus lancastriensis,United States,
,Cyperus lateriticus,Guinea,
,Cyperus lateriticus,Senegal,
,Cyperus latifolius,Angola,
,Cyperus latifolius,Benin,
,Cyperus latifolius,Botswana,
,Cyperus latifolius,Burundi,
,Cyperus latifolius,Cameroon,
,Cyperus latifolius,Central African Republic,
,Cyperus latifolius,Democratic Republic of the Congo,
,Cyperus latifolius,Ethiopia,
,Cyperus latifolius,Kenya,
,Cyperus latifolius,Madagascar,
,Cyperus latifolius,Malawi,
,Cyperus latifolius,Mauritius,
,Cyperus latifolius,Mozambique,
,Cyperus latifolius,Republic of the Congo,
,Cyperus latifolius,Rwanda,
,Cyperus latifolius,South Africa,
,Cyperus latifolius,Sudan,
,Cyperus latifolius,Tanzania,
,Cyperus latifolius,Uganda,
,Cyperus latifolius,Zambia,
,Cyperus latzii,Australia,water
,Cyperus laxiflorus,Madagascar,
,Cyperus laxiflorus,Mauritius,
,Cyperus laxus,Mexico,
Le Conte's flatsedge,Cyperus lecontei,United States,
,Cyperus leiocaulon,Australia,
Latin American flatsedge,Cyperus lentiginosus,Belize,
Latin American flatsedge,Cyperus lentiginosus,Colombia,
Latin American flatsedge,Cyperus lentiginosus,Cuba,
